,board,first_player,move_history,winner,1,2,3,4,5,6,7,8,9
743,"[[1, 0, 0], [0, 1, 1], [0, 1, 1]]",1,"[8, -5, 7, -7, 3, -4, 6, -5, 9]",1,8,-5,7,-7,3,-4,6,-5,9
744,"[[0, 1, -1], [-1, 1, 0], [0, 1, -1]]",0,"[-7, 6, -3, 4, -7, 8, 0, 0, 0]",1,-7,6,-3,4,-7,8,0,0,0
745,"[[1, 0, 1], [0, 0, 0], [0, 1, 1]]",0,"[-7, 9, -4, 3, -7, 5, -6, 8, -5]",0,-7,9,-4,3,-7,5,-6,8,-5
746,"[[0, 1, -1], [1, 1, -1], [0, 1, 0]]",1,"[8, -3, 4, -7, 5, -9, 6, 0, 0]",1,8,-3,4,-7,5,-9,6,0,0
747,"[[1, 0, 0], [1, 1, 0], [0, 1, 0]]",0,"[-7, 8, -7, 3, -4, 5, -5, 6, -9]",0,-7,8,-7,3,-4,5,-5,6,-9
748,"[[1, 0, 0], [1, 1, 1], [-1, 0, 0]]",0,"[-8, 7, -5, 3, -9, 5, -4, 6, 0]",1,-8,7,-5,3,-9,5,-4,6,0
749,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-9, 3, -5, 4, -8, 7, -5, 7, -6]",-1,-9,3,-5,4,-8,7,-5,7,-6
750,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-4, 7, -5, 5, -9, 3, -8, 6, -7]",0,-4,7,-5,5,-9,3,-8,6,-7
751,"[[-1, 1, -1], [0, 0, 0], [0, 1, 1]]",0,"[-6, 8, -7, 9, -5, 4, -7, 0, 0]",0,-6,8,-7,9,-5,4,-7,0,0
752,"[[0, 1, 0], [0, 1, 0], [-1, 1, 1]]",0,"[-3, 6, -5, 9, -7, 4, -5, 8, 0]",1,-3,6,-5,9,-7,4,-5,8,0
753,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-4, 5, -7, 7, -8, 5, -3, 9, -6]",0,-4,5,-7,7,-8,5,-3,9,-6
754,"[[0, 0, 1], [1, 1, 1], [1, 0, 0]]",1,"[5, -9, 7, -8, 7, -3, 5, -4, 6]",1,5,-9,7,-8,7,-3,5,-4,6
755,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-6, 4, -5, 7, -8, 7, -9, 3, -5]",-1,-6,4,-5,7,-8,7,-9,3,-5
756,"[[0, 0, 0], [1, 1, 0], [1, 0, 1]]",0,"[-3, 6, -8, 5, -7, 9, -5, 7, -4]",0,-3,6,-8,5,-7,9,-5,7,-4
757,"[[0, 1, 0], [1, 0, 1], [-1, 1, 0]]",1,"[4, -3, 8, -5, 5, -6, 7, -9, 0]",0,4,-3,8,-5,5,-6,7,-9,0
758,"[[0, 0, 1], [1, 0, 1], [0, -1, 1]]",0,"[-6, 7, -7, 5, -3, 5, -4, 9, 0]",1,-6,7,-7,5,-3,5,-4,9,0
759,"[[0, 1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-3, 9, -7, 6, -8, 5, -7, 4, -5]",-1,-3,9,-7,6,-8,5,-7,4,-5
760,"[[1, 0, 1], [1, 1, 0], [0, 0, 1]]",1,"[5, -7, 3, -7, 5, -8, 6, -4, 9]",1,5,-7,3,-7,5,-8,6,-4,9
761,"[[1, 0, -1], [0, 1, 0], [1, 0, 1]]",0,"[-4, 7, -7, 6, -5, 9, -8, 3, 0]",1,-4,7,-7,6,-5,9,-8,3,0
762,"[[1, 1, 1], [-1, -1, 0], [-1, 0, -1]]",1,"[3, -8, 4, -7, 5, 0, 0, 0, 0]",1,3,-8,4,-7,5,0,0,0,0
763,"[[0, 0, 1], [1, 0, 0], [1, 0, 1]]",0,"[-3, 5, -6, 7, -8, 9, -7, 5, -4]",0,-3,5,-6,7,-8,9,-7,5,-4
764,"[[0, 1, 1], [-1, 1, 0], [0, 1, 0]]",0,"[-3, 6, -7, 5, -9, 4, -7, 8, 0]",1,-3,6,-7,5,-9,4,-7,8,0
765,"[[0, 0, 1], [1, 1, 0], [0, 0, 1]]",0,"[-7, 5, -4, 9, -8, 6, -7, 5, -3]",-1,-7,5,-4,9,-8,6,-7,5,-3
766,"[[0, -1, 0], [1, 0, -1], [0, 1, 1]]",0,"[-5, 8, -6, 5, -3, 9, -7, 0, 0]",0,-5,8,-6,5,-3,9,-7,0,0
767,"[[0, 1, 1], [0, -1, -1], [0, 0, 1]]",0,"[-8, 9, -5, 5, -3, 4, -7, 0, 0]",0,-8,9,-5,5,-3,4,-7,0,0
768,"[[1, 0, 0], [-1, 1, 1], [0, 0, 1]]",0,"[-7, 7, -8, 9, -4, 6, -5, 3, 0]",1,-7,7,-8,9,-4,6,-5,3,0
769,"[[0, 1, 0], [0, -1, 0], [1, 1, 1]]",0,"[-5, 7, -5, 4, -3, 8, -7, 9, 0]",1,-5,7,-5,4,-3,8,-7,9,0
770,"[[1, 0, -1], [-1, 1, 0], [0, -1, 1]]",0,"[-7, 3, -7, 9, -4, 6, 0, 0, 0]",1,-7,3,-7,9,-4,6,0,0,0
771,"[[0, -1, 0], [1, 1, 0], [-1, 1, 0]]",0,"[-5, 6, -3, 5, -9, 8, -7, 0, 0]",0,-5,6,-3,5,-9,8,-7,0,0
772,"[[1, 0, 1], [1, -1, 0], [1, -1, 0]]",1,"[5, -9, 7, -7, 5, -4, 3, 0, 0]",1,5,-9,7,-7,5,-4,3,0,0
773,"[[0, 1, 0], [0, 1, 1], [0, -1, -1]]",0,"[-5, 6, -7, 4, -5, 7, -3, 0, 0]",0,-5,6,-7,4,-5,7,-3,0,0
774,"[[0, -1, 1], [-1, -1, 1], [0, -1, 1]]",1,"[5, -7, 7, -3, 9, 0, 0, 0, 0]",1,5,-7,7,-3,9,0,0,0,0
775,"[[0, -1, 0], [0, 1, 1], [0, -1, 1]]",0,"[-5, 7, -5, 9, -7, 6, -3, 0, 0]",0,-5,7,-5,9,-7,6,-3,0,0
776,"[[1, -1, 0], [1, 0, 1], [0, 1, 0]]",1,"[5, -7, 7, -9, 3, -6, 8, -5, 0]",0,5,-7,7,-9,3,-6,8,-5,0
777,"[[0, 0, 0], [1, -1, -1], [1, -1, -1]]",0,"[-4, 7, -3, 5, -5, 0, 0, 0, 0]",0,-4,7,-3,5,-5,0,0,0,0
778,"[[0, 1, 0], [1, 1, 0], [-1, 1, -1]]",1,"[4, -3, 8, -7, 5, -5, 6, 0, 0]",1,4,-3,8,-7,5,-5,6,0,0
779,"[[0, 1, 1], [0, 1, 0], [1, 0, 1]]",1,"[6, -5, 4, -3, 7, -7, 9, -8, 5]",1,6,-5,4,-3,7,-7,9,-8,5
780,"[[0, 0, 1], [1, 1, 1], [0, 0, 1]]",1,"[5, -8, 5, -3, 6, -4, 9, -7, 7]",1,5,-8,5,-3,6,-4,9,-7,7
781,"[[1, 1, 0], [0, 1, -1], [0, 0, 1]]",0,"[-7, 6, -8, 4, -5, 3, -5, 9, 0]",1,-7,6,-8,4,-5,3,-5,9,0
782,"[[0, 1, 1], [0, 0, 1], [1, 0, 0]]",0,"[-5, 7, -8, 5, -6, 4, -9, 7, -3]",0,-5,7,-8,5,-6,4,-9,7,-3
783,"[[0, 1, 0], [0, -1, 1], [0, 1, -1]]",0,"[-7, 7, -5, 4, -5, 8, -3, 0, 0]",0,-7,7,-5,4,-5,8,-3,0,0
784,"[[0, 1, 0], [1, 1, 0], [0, 0, 1]]",0,"[-5, 5, -7, 6, -8, 4, -7, 9, -3]",-1,-5,5,-7,6,-8,4,-7,9,-3
785,"[[1, 0, 1], [0, 1, 0], [1, 0, -1]]",0,"[-4, 3, -8, 5, -7, 7, -5, 6, 0]",1,-4,3,-8,5,-7,7,-5,6,0
786,"[[1, 0, 0], [1, -1, 0], [1, -1, 1]]",1,"[5, -5, 3, -4, 9, -7, 7, 0, 0]",1,5,-5,3,-4,9,-7,7,0,0
787,"[[0, 1, 1], [1, 1, 0], [1, 0, 0]]",1,"[7, -7, 4, -8, 6, -3, 5, -9, 5]",1,7,-7,4,-8,6,-3,5,-9,5
788,"[[0, 0, -1], [1, 1, 1], [-1, 1, 0]]",1,"[6, -9, 8, -4, 7, -3, 5, 0, 0]",1,6,-9,8,-4,7,-3,5,0,0
789,"[[0, 1, 1], [1, 1, 0], [1, 0, 0]]",1,"[5, -3, 6, -8, 5, -9, 4, -7, 7]",1,5,-3,6,-8,5,-9,4,-7,7
790,"[[1, 0, -1], [0, 0, 0], [-1, 1, 1]]",0,"[-7, 3, -4, 8, -6, 9, -5, 0, 0]",0,-7,3,-4,8,-6,9,-5,0,0
791,"[[-1, 0, 1], [-1, 1, -1], [1, -1, 0]]",1,"[6, -4, 5, -9, 7, 0, 0, 0, 0]",1,6,-4,5,-9,7,0,0,0,0
792,"[[0, 1, 0], [1, 1, 0], [1, 0, 1]]",1,"[5, -3, 7, -7, 4, -5, 9, -8, 6]",-1,5,-3,7,-7,4,-5,9,-8,6
793,"[[-1, 0, 1], [0, 0, 1], [1, -1, 1]]",1,"[9, -4, 7, -6, 7, -5, 5, 0, 0]",1,9,-4,7,-6,7,-5,5,0,0
794,"[[0, 1, 1], [1, 0, 1], [-1, 0, 0]]",1,"[5, -9, 4, -8, 7, -6, 5, -3, 0]",0,5,-9,4,-8,7,-6,5,-3,0
795,"[[1, -1, 0], [-1, 1, 0], [-1, -1, 1]]",1,"[3, -7, 6, -5, 9, 0, 0, 0, 0]",1,3,-7,6,-5,9,0,0,0,0
796,"[[1, 0, 0], [0, 1, 1], [1, 1, 0]]",1,"[3, -5, 7, -9, 8, -5, 6, -4, 7]",-1,3,-5,7,-9,8,-5,6,-4,7
797,"[[0, 1, 1], [-1, -1, 1], [0, 0, 0]]",0,"[-9, 7, -7, 4, -3, 5, -8, 0, 0]",0,-9,7,-7,4,-3,5,-8,0,0
798,"[[1, 0, -1], [-1, 0, -1], [-1, 0, 1]]",0,"[-8, 3, -4, 9, -6, 0, 0, 0, 0]",0,-8,3,-4,9,-6,0,0,0,0
799,"[[-1, -1, 1], [0, 1, 1], [0, 0, 1]]",1,"[9, -7, 6, -8, 7, -5, 5, 0, 0]",1,9,-7,6,-8,7,-5,5,0,0
800,"[[1, 0, 0], [1, 1, -1], [0, 0, 1]]",0,"[-5, 6, -8, 3, -7, 5, -4, 9, 0]",1,-5,6,-8,3,-7,5,-4,9,0
801,"[[1, 0, 1], [-1, 0, -1], [1, 0, -1]]",1,"[7, -4, 3, -8, 5, -6, 0, 0, 0]",0,7,-4,3,-8,5,-6,0,0,0
802,"[[1, -1, 0], [0, 1, 1], [0, -1, 1]]",1,"[7, -5, 6, -5, 3, -7, 9, 0, 0]",1,7,-5,6,-5,3,-7,9,0,0
803,"[[-1, 0, 1], [1, 0, 1], [0, -1, 1]]",1,"[9, -6, 5, -4, 5, -7, 7, 0, 0]",1,9,-6,5,-4,5,-7,7,0,0
804,"[[0, 0, 0], [0, 1, -1], [-1, 1, 1]]",0,"[-5, 6, -3, 8, -5, 9, -4, 0, 0]",0,-5,6,-3,8,-5,9,-4,0,0
805,"[[0, 1, 0], [1, 1, 0], [-1, -1, 0]]",0,"[-9, 5, -3, 4, -5, 6, -7, 0, 0]",0,-9,5,-3,4,-5,6,-7,0,0
806,"[[1, 1, -1], [1, 0, -1], [0, 0, 0]]",0,"[-6, 5, -9, 3, -7, 4, -8, 0, 0]",0,-6,5,-9,3,-7,4,-8,0,0
807,"[[0, 1, 0], [0, 1, 1], [0, 0, 1]]",0,"[-5, 9, -8, 6, -3, 4, -5, 7, -7]",0,-5,9,-8,6,-3,4,-5,7,-7
808,"[[0, 0, 1], [0, 1, -1], [1, -1, 1]]",1,"[9, -3, 5, -4, 7, -5, 6, 0, 0]",1,9,-3,5,-4,7,-5,6,0,0
809,"[[1, 0, 1], [0, 0, 0], [0, 1, 1]]",0,"[-7, 3, -6, 5, -4, 9, -5, 8, -7]",0,-7,3,-6,5,-4,9,-5,8,-7
810,"[[-1, -1, 0], [1, 1, 1], [0, 1, 0]]",1,"[5, -9, 7, -7, 8, -5, 6, 0, 0]",1,5,-9,7,-7,8,-5,6,0,0
811,"[[1, -1, 0], [1, -1, 0], [0, 1, 0]]",0,"[-5, 8, -9, 5, -7, 3, -7, 0, 0]",0,-5,8,-9,5,-7,3,-7,0,0
812,"[[0, 0, 0], [-1, -1, -1], [-1, 1, 1]]",0,"[-4, 9, -3, 8, -5, 0, 0, 0, 0]",0,-4,9,-3,8,-5,0,0,0,0
813,"[[0, 1, 1], [0, 1, 1], [1, 0, 0]]",1,"[6, -5, 7, -9, 5, -3, 4, -8, 7]",1,6,-5,7,-9,5,-3,4,-8,7
814,"[[1, 0, 0], [0, 1, 1], [1, 0, 0]]",0,"[-5, 7, -5, 6, -9, 3, -8, 7, -4]",-1,-5,7,-5,6,-9,3,-8,7,-4
815,"[[1, 0, 1], [0, 0, 1], [0, 1, 0]]",0,"[-9, 3, -7, 5, -6, 8, -5, 7, -4]",-1,-9,3,-7,5,-6,8,-5,7,-4
816,"[[1, -1, -1], [1, 1, 0], [0, 0, 1]]",1,"[9, -8, 3, -7, 5, -7, 6, 0, 0]",1,9,-8,3,-7,5,-7,6,0,0
817,"[[-1, 0, -1], [1, 1, 1], [-1, 0, 0]]",0,"[-8, 7, -9, 6, -4, 5, 0, 0, 0]",1,-8,7,-9,6,-4,5,0,0,0
818,"[[0, 1, 1], [-1, 1, 0], [-1, 1, 0]]",1,"[5, -9, 4, -7, 6, -3, 8, 0, 0]",1,5,-9,4,-7,6,-3,8,0,0
819,"[[1, 0, 1], [0, 0, 1], [1, 1, 0]]",1,"[3, -6, 7, -9, 7, -5, 5, -4, 8]",-1,3,-6,7,-9,7,-5,5,-4,8
820,"[[1, 0, 1], [0, -1, 1], [0, -1, 1]]",1,"[5, -4, 3, -7, 7, -5, 9, 0, 0]",1,5,-4,3,-7,7,-5,9,0,0
821,"[[1, 0, -1], [1, 1, 1], [-1, 0, 0]]",1,"[5, -9, 3, -4, 6, -8, 7, 0, 0]",1,5,-9,3,-4,6,-8,7,0,0
822,"[[0, 0, -1], [1, 0, -1], [1, 1, 1]]",1,"[8, -3, 9, -4, 5, -6, 7, 0, 0]",1,8,-3,9,-4,5,-6,7,0,0
823,"[[0, 1, 1], [1, 0, 0], [1, 0, 1]]",1,"[5, -8, 7, -3, 5, -6, 4, -7, 9]",-1,5,-8,7,-3,5,-6,4,-7,9
824,"[[0, 1, 0], [0, 1, 1], [1, 0, 1]]",1,"[7, -8, 4, -5, 7, -5, 6, -3, 9]",-1,7,-8,4,-5,7,-5,6,-3,9
825,"[[1, 1, -1], [-1, 1, 0], [0, 0, 1]]",1,"[6, -8, 4, -7, 9, -7, 3, 0, 0]",1,6,-8,4,-7,9,-7,3,0,0
826,"[[1, 0, 0], [1, 1, 0], [0, 1, 1]]",1,"[8, -7, 9, -5, 3, -4, 5, -7, 6]",1,8,-7,9,-5,3,-4,5,-7,6
827,"[[0, 0, 1], [1, 0, 1], [1, 0, 0]]",0,"[-4, 7, -9, 5, -3, 5, -8, 7, -6]",0,-4,7,-9,5,-3,5,-8,7,-6
828,"[[1, 0, -1], [0, 1, 1], [0, -1, 1]]",1,"[6, -7, 7, -5, 9, -4, 3, 0, 0]",1,6,-7,7,-5,9,-4,3,0,0
829,"[[1, -1, 0], [0, 0, 1], [0, 1, 1]]",1,"[9, -5, 3, -5, 8, -7, 7, -6, 0]",0,9,-5,3,-5,8,-7,7,-6,0
830,"[[-1, -1, 0], [1, -1, 0], [1, 1, 0]]",1,"[5, -7, 8, -9, 7, -5, 0, 0, 0]",0,5,-7,8,-9,7,-5,0,0,0
831,"[[1, 1, 0], [0, -1, 0], [1, 1, 0]]",1,"[7, -5, 8, -7, 3, -5, 4, -9, 0]",0,7,-5,8,-7,3,-5,4,-9,0
832,"[[1, 1, 1], [1, 0, 0], [0, 1, 0]]",1,"[5, -9, 8, -7, 4, -7, 3, -6, 5]",1,5,-9,8,-7,4,-7,3,-6,5
833,"[[0, 0, -1], [1, 0, 1], [1, 1, 0]]",1,"[7, -4, 7, -3, 5, -9, 8, -6, 0]",0,7,-4,7,-3,5,-9,8,-6,0
834,"[[1, -1, 1], [0, 1, 1], [0, 0, 0]]",1,"[6, -9, 5, -8, 3, -5, 7, -7, 0]",0,6,-9,5,-8,3,-5,7,-7,0
835,"[[0, 1, 0], [1, 0, 0], [1, 1, 0]]",0,"[-6, 7, -3, 4, -7, 5, -5, 8, -9]",0,-6,7,-3,4,-7,5,-5,8,-9
836,"[[0, 1, 1], [0, 0, 0], [1, 0, 1]]",0,"[-5, 7, -6, 9, -8, 4, -3, 5, -7]",0,-5,7,-6,9,-8,4,-3,5,-7
837,"[[0, 1, 0], [1, 1, 1], [0, 1, 0]]",1,"[5, -3, 8, -5, 7, -9, 4, -7, 6]",1,5,-3,8,-5,7,-9,4,-7,6
838,"[[1, 1, 0], [0, 0, 1], [1, 0, 1]]",1,"[9, -8, 7, -5, 4, -5, 7, -6, 3]",-1,9,-8,7,-5,4,-5,7,-6,3
839,"[[1, 0, 0], [1, 1, 0], [0, -1, 1]]",0,"[-7, 5, -5, 6, -4, 3, -7, 9, 0]",1,-7,5,-5,6,-4,3,-7,9,0
840,"[[0, 1, 1], [0, 0, 0], [1, 1, 0]]",0,"[-3, 4, -5, 8, -7, 5, -9, 7, -6]",0,-3,4,-5,8,-7,5,-9,7,-6
841,"[[0, -1, 1], [0, -1, 1], [0, -1, -1]]",0,"[-3, 7, -7, 5, -5, 0, 0, 0, 0]",0,-3,7,-7,5,-5,0,0,0,0
842,"[[1, -1, 0], [1, 1, 0], [-1, 0, 0]]",0,"[-9, 6, -7, 5, -8, 3, -5, 0, 0]",0,-9,6,-7,5,-8,3,-5,0,0
843,"[[1, 0, 1], [0, 1, 1], [0, 0, 0]]",0,"[-7, 5, -4, 3, -5, 6, -9, 7, -8]",0,-7,5,-4,3,-5,6,-9,7,-8
844,"[[0, -1, 1], [-1, 1, -1], [1, 0, 0]]",0,"[-3, 6, -8, 7, -9, 5, 0, 0, 0]",1,-3,6,-8,7,-9,5,0,0,0
845,"[[1, 1, 0], [1, 0, 0], [0, 0, 1]]",0,"[-7, 5, -7, 9, -6, 4, -8, 3, -5]",0,-7,5,-7,9,-6,4,-8,3,-5
846,"[[1, 0, 0], [1, 0, 0], [1, 1, -1]]",0,"[-4, 8, -7, 3, -6, 7, -5, 5, 0]",1,-4,8,-7,3,-6,7,-5,5,0
847,"[[0, 1, 0], [1, -1, 0], [-1, 1, 0]]",0,"[-9, 5, -7, 8, -3, 4, -5, 0, 0]",0,-9,5,-7,8,-3,4,-5,0,0
848,"[[0, 0, 1], [-1, 0, 1], [1, 1, 0]]",1,"[7, -6, 5, -4, 7, -3, 8, -9, 0]",0,7,-6,5,-4,7,-3,8,-9,0
849,"[[0, -1, 0], [1, 0, 1], [1, -1, 0]]",0,"[-3, 7, -6, 7, -5, 5, -9, 0, 0]",0,-3,7,-6,7,-5,5,-9,0,0
850,"[[1, 0, 0], [0, 1, -1], [0, 1, 1]]",0,"[-7, 9, -5, 3, -5, 8, -4, 6, 0]",1,-7,9,-5,3,-5,8,-4,6,0
851,"[[1, 1, 0], [0, 0, 0], [-1, 1, -1]]",0,"[-5, 8, -5, 3, -6, 4, -7, 0, 0]",0,-5,8,-5,3,-6,4,-7,0,0
852,"[[-1, 0, -1], [1, 1, 1], [-1, 0, -1]]",1,"[7, -8, 5, -4, 6, 0, 0, 0, 0]",1,7,-8,5,-4,6,0,0,0,0
853,"[[1, 0, 1], [0, 1, -1], [-1, 0, 1]]",1,"[9, -4, 5, -8, 3, -5, 6, 0, 0]",1,9,-4,5,-8,3,-5,6,0,0
854,"[[0, 1, 1], [-1, 0, 0], [1, -1, 0]]",0,"[-6, 7, -7, 5, -9, 4, -3, 0, 0]",0,-6,7,-7,5,-9,4,-3,0,0
855,"[[-1, 0, 1], [-1, 0, 1], [-1, 0, -1]]",0,"[-4, 5, -8, 7, -6, 0, 0, 0, 0]",0,-4,5,-8,7,-6,0,0,0,0
856,"[[0, 0, 0], [1, -1, 1], [0, 1, 1]]",1,"[5, -3, 9, -7, 7, -5, 8, -4, 0]",0,5,-3,9,-7,7,-5,8,-4,0
857,"[[0, 0, 0], [-1, 1, -1], [0, 1, 1]]",0,"[-5, 9, -4, 6, -7, 8, -3, 0, 0]",0,-5,9,-4,6,-7,8,-3,0,0
858,"[[1, 1, 0], [0, 0, 1], [1, 0, 1]]",1,"[7, -5, 7, -8, 3, -6, 4, -5, 9]",-1,7,-5,7,-8,3,-6,4,-5,9
859,"[[1, 0, 0], [0, 1, 1], [0, 1, 0]]",0,"[-5, 7, -5, 8, -7, 3, -4, 6, -9]",-1,-5,7,-5,8,-7,3,-4,6,-9
860,"[[1, 1, 0], [0, 0, 1], [1, 0, 1]]",1,"[4, -5, 7, -8, 7, -6, 3, -5, 9]",-1,4,-5,7,-8,7,-6,3,-5,9
861,"[[-1, 1, 0], [1, -1, 0], [-1, 1, 0]]",1,"[4, -9, 8, -7, 5, -5, 0, 0, 0]",0,4,-9,8,-7,5,-5,0,0,0
862,"[[1, 1, 0], [0, 0, 0], [1, 0, 1]]",0,"[-5, 3, -5, 7, -8, 4, -6, 9, -7]",0,-5,3,-5,7,-8,4,-6,9,-7
863,"[[0, -1, 0], [0, -1, 1], [0, 1, 1]]",0,"[-5, 8, -3, 9, -7, 7, -5, 0, 0]",0,-5,8,-3,9,-7,7,-5,0,0
864,"[[1, 0, -1], [1, 0, -1], [-1, 0, 1]]",1,"[5, -4, 3, -6, 9, -8, 0, 0, 0]",0,5,-4,3,-6,9,-8,0,0,0
865,"[[1, 1, 0], [1, 1, 0], [-1, 0, 0]]",1,"[3, -8, 6, -7, 4, -5, 5, -9, 0]",0,3,-8,6,-7,4,-5,5,-9,0
866,"[[0, 1, 0], [1, 0, 1], [0, -1, 1]]",1,"[7, -3, 5, -7, 4, -5, 9, -6, 0]",0,7,-3,5,-7,4,-5,9,-6,0
867,"[[-1, 0, 1], [0, 1, 0], [1, 0, 1]]",0,"[-4, 9, -5, 5, -7, 6, -8, 7, 0]",1,-4,9,-5,5,-7,6,-8,7,0
868,"[[0, -1, 1], [1, -1, 1], [0, 0, 1]]",1,"[5, -3, 9, -7, 7, -8, 5, 0, 0]",1,5,-3,9,-7,7,-8,5,0,0
869,"[[1, 1, 1], [-1, -1, -1], [0, 0, -1]]",1,"[3, -7, 5, -8, 4, 0, 0, 0, 0]",1,3,-7,5,-8,4,0,0,0,0
870,"[[1, 1, 0], [0, 0, 1], [1, 0, 0]]",0,"[-9, 4, -5, 7, -8, 7, -6, 3, -5]",-1,-9,4,-5,7,-8,7,-6,3,-5
871,"[[1, 1, 0], [1, 0, 1], [1, 0, 0]]",1,"[4, -9, 7, -8, 7, -6, 5, -5, 3]",1,4,-9,7,-8,7,-6,5,-5,3
872,"[[0, 1, 1], [0, 1, -1], [-1, 1, 0]]",1,"[4, -5, 5, -9, 8, -3, 6, 0, 0]",1,4,-5,5,-9,8,-3,6,0,0
873,"[[0, 1, 0], [1, 0, -1], [0, 1, -1]]",0,"[-5, 8, -3, 5, -6, 4, -7, 0, 0]",0,-5,8,-3,5,-6,4,-7,0,0
874,"[[0, 1, 1], [0, 0, 0], [1, 0, 1]]",0,"[-7, 7, -8, 9, -3, 5, -6, 4, -5]",0,-7,7,-8,9,-3,5,-6,4,-5
875,"[[0, 0, 0], [1, 1, 0], [1, -1, 1]]",1,"[5, -3, 9, -7, 7, -5, 6, -4, 0]",0,5,-3,9,-7,7,-5,6,-4,0
876,"[[0, 0, 1], [-1, 1, 1], [0, 0, 1]]",0,"[-3, 9, -7, 6, -8, 7, -4, 5, 0]",1,-3,9,-7,6,-8,7,-4,5,0
877,"[[1, 0, 0], [0, 1, 1], [0, 1, 1]]",1,"[9, -5, 7, -7, 3, -4, 8, -5, 6]",1,9,-5,7,-7,3,-4,8,-5,6
878,"[[0, 1, 0], [1, 1, 0], [0, 1, 1]]",1,"[5, -7, 8, -3, 6, -7, 9, -5, 4]",1,5,-7,8,-3,6,-7,9,-5,4
879,"[[-1, 0, -1], [1, 1, 1], [-1, 0, -1]]",1,"[5, -4, 6, -8, 7, 0, 0, 0, 0]",1,5,-4,6,-8,7,0,0,0,0
880,"[[1, 1, 1], [0, -1, 0], [-1, 0, 1]]",1,"[9, -5, 4, -8, 3, -7, 5, 0, 0]",1,9,-5,4,-8,3,-7,5,0,0
881,"[[0, 0, 1], [1, 0, 1], [-1, -1, 1]]",1,"[5, -3, 9, -6, 5, -4, 7, 0, 0]",1,5,-3,9,-6,5,-4,7,0,0
882,"[[-1, -1, 1], [-1, 0, 1], [0, 0, 1]]",0,"[-8, 9, -7, 5, -6, 7, 0, 0, 0]",1,-8,9,-7,5,-6,7,0,0,0
883,"[[1, 1, 0], [0, 1, -1], [-1, 1, 0]]",1,"[4, -9, 6, -5, 3, -5, 8, 0, 0]",1,4,-9,6,-5,3,-5,8,0,0
884,"[[0, 0, 1], [-1, 0, 1], [-1, 1, 1]]",1,"[9, -4, 8, -6, 7, -3, 5, 0, 0]",1,9,-4,8,-6,7,-3,5,0,0
885,"[[-1, 1, 0], [-1, -1, 0], [1, 1, 0]]",1,"[8, -5, 7, -9, 4, -7, 0, 0, 0]",0,8,-5,7,-9,4,-7,0,0,0
886,"[[1, 1, 0], [1, 0, 1], [0, 0, -1]]",1,"[3, -7, 4, -8, 7, -6, 5, -5, 0]",0,3,-7,4,-8,7,-6,5,-5,0
887,"[[0, -1, 1], [0, -1, 1], [1, 0, 1]]",1,"[5, -5, 9, -8, 7, -3, 7, 0, 0]",1,5,-5,9,-8,7,-3,7,0,0
888,"[[0, 1, -1], [-1, 0, 1], [1, -1, 0]]",1,"[7, -3, 4, -9, 7, -6, 0, 0, 0]",0,7,-3,4,-9,7,-6,0,0,0
889,"[[0, 1, -1], [1, 1, 1], [0, 0, -1]]",1,"[4, -8, 5, -3, 7, -7, 6, 0, 0]",1,4,-8,5,-3,7,-7,6,0,0
890,"[[1, 0, -1], [-1, 1, 0], [-1, -1, 1]]",1,"[9, -7, 6, -4, 3, 0, 0, 0, 0]",1,9,-7,6,-4,3,0,0,0,0
891,"[[1, -1, -1], [0, 0, 0], [-1, 1, -1]]",0,"[-7, 8, -5, 3, -6, 0, 0, 0, 0]",0,-7,8,-5,3,-6,0,0,0,0
892,"[[1, 1, 0], [-1, 1, -1], [0, 0, 0]]",0,"[-8, 3, -5, 4, -9, 6, -7, 0, 0]",0,-8,3,-5,4,-9,6,-7,0,0
893,"[[0, 1, 1], [0, 1, 0], [1, 0, 1]]",1,"[6, -7, 7, -3, 4, -8, 9, -5, 5]",1,6,-7,7,-3,4,-8,9,-5,5
894,"[[0, 0, 1], [1, 1, 0], [0, 1, 1]]",1,"[6, -7, 5, -7, 9, -3, 8, -4, 5]",-1,6,-7,5,-7,9,-3,8,-4,5
895,"[[0, 0, 1], [1, 1, 0], [0, 1, 0]]",0,"[-7, 6, -4, 8, -7, 5, -9, 5, -3]",-1,-7,6,-4,8,-7,5,-9,5,-3
896,"[[-1, 0, 1], [-1, 1, 0], [1, -1, -1]]",1,"[5, -7, 6, -4, 7, 0, 0, 0, 0]",1,5,-7,6,-4,7,0,0,0,0
897,"[[1, -1, 0], [-1, -1, 0], [-1, 1, 0]]",0,"[-9, 3, -5, 8, -7, 0, 0, 0, 0]",0,-9,3,-5,8,-7,0,0,0,0
898,"[[0, -1, 1], [1, 1, -1], [0, 0, 0]]",0,"[-7, 6, -9, 5, -3, 5, -8, 0, 0]",0,-7,6,-9,5,-3,5,-8,0,0
899,"[[-1, 1, 1], [0, 1, 0], [1, -1, 0]]",1,"[4, -5, 5, -9, 7, -7, 6, 0, 0]",1,4,-5,5,-9,7,-7,6,0,0
